"city","station_name","supercarburant sans plomb","gasoil10_price","station_location"
"Casablanca","SIDI MAAROUF","‎ 14.29 DH","‎ 13.95 DH","LISSASFA ROUTE D'EL JADIDA"
"Casablanca","SIDI MAAROUF","‎ 14.77 DH","‎ 13.99 DH","KM 7 CENTRE QUARTIER SIDI MAAROUF, ROUTE DE BOUSKOURA"
"Casablanca","SIDI MAAROUF","‎ 14.77 DH","‎ 13.95 DH","LISSASFA ROUTE D'EL JADIDA"
"Casablanca"," ZARHANE","‎ 14.44 DH","‎ 13.97 DH","ROUTE NATIONALE N°9, CARREFOUR MEDIOUNA / CASABLANCA / TIT MELLIL"
"Casablanca","ROUTE AZEMOUR","‎ 14.29 DH","‎ 14.18 DH","COMMUNE RURALE SIDI MOUSSA BEN ALI, PROVINCE MOHAMMEDIA"
"Casablanca","JADI","‎ 14.8 DH","‎ 13.62 DH","ANGLE BOULEVARD ABI RAKRAK ET IBNOU HAITAM QUARTIER HAY HASSANI"
"Casablanca","S/S  REST SPACE","‎ 14.81 DH","‎ 13.96 DH","COMMUNE URBAINE DE BOUSKOURA –PROVINCE DE NOUACEUR"
"Casablanca","NASSIM","‎ 14.8 DH","‎ 13.97 DH","QUARTIER INDUSTRIEL LISSASFA VERS AUTOUROUTE D'ELJADIDA"
"Casablanca","HAY HASSANI ","‎ 14.29 DH","‎ 13.62 DH","ANGLE BOULEVARD ABI RAKRAK ET IBNOU HAITAM QUARTIER HAY HASSANI CASABLANCA"
"Casablanca","MAHATAT ANNOR","‎ 14.81 DH","‎ 13.94 DH","RT N°1 COMMUNE CHALLALATE-MOHAMMEDIA"
"Casablanca","S/S LA NOUVELLE VILLE DE ZENATA","‎ 14.81 DH","‎ 13.94 DH","COMMUNE AIN HARROUDA,LOTISSEMENT ZS2 - MOHAMMEDIA"
"Casablanca","ISTIRAHA PALOMA","‎ 14.71 DH","‎ 13.88 DH","ROUTE COTIERE CASA MOHAMMEDIA AIN HARROUDA"
"Casablanca","OUM ERRABII","‎ 14.9 DH","‎ 13.99 DH","BOULEVARD OUM ERRABII - QUARTIER OULFA"
"Casablanca","NOUZA","‎ 14.68 DH","‎ 13.88 DH","QUARTIER INDUSTRIEL , MUNICIPALITÉ DE MEDIOUNA"
"Casablanca","PETROFAN S/S HAY HASSANI","‎ 14.83 DH","‎ 13.96 DH","ANGLE BD BOUTALEB ET RUE 8 -ANFA-CASABLANCA"
"Casablanca","S/S IKHLASS II","‎ 14.83 DH","‎ 13.62 DH","KM 9 ROUTE DE CASABLANCA VERS EL JADIDA LISSASFA"
"Casablanca","FABIDIS S/S AL OMRAN","‎ 14.81 DH","‎ 13.96 DH","DIYAR EL MENZEH -LYSSASFA"
"Casablanca","OULFA","‎ 14.73 DH","‎ 13.88 DH","LOT Z.I.SUD-OUEST PHASE 2 N° 57 -MOHAMMEDIA"
"Casablanca","SIDI MOUSSA","‎ 14.3 DH","‎ 13.96 DH","RP 106 PK 25+000 SIDI MOUSSA BEN ALI"
"Casablanca","WINXO OULFA","‎ 14.79 DH","‎ 13.95 DH","AVENUE SID AL KHADIR OULFA"
"Casablanca","OUED MELLAH","‎ 14.78 DH","‎ 13.95 DH","ROUTE COTIÈRE CASA MOHAMMEDIA"
"Casablanca","S/S AL ARSA AIRE  DE SERVICE","‎ 14.83 DH","‎ 13.96 DH","PK 28+450 DE LA ROUTE NATIONALE N° 9"
"Casablanca","WINXO SAMIR","‎ 14.8 DH","‎ 9.57 DH","ROUTE DE MOHAMMEDIA RS107 + PK6"
"Casablanca","SOFIA","‎ 14.8 DH","‎ 13.97 DH","BOUSKOURA"
"Casablanca","BOUSKOURA 2","‎ 11.96 DH","‎ 10.15 DH","ROUTE DE BOUSKOURA"
"Casablanca","S/S BASSARI  BOUSKOURA","‎ 14.83 DH","‎ 13.96 DH","SISE 0 LA RS N° 107- BOUSKOURA PROPRIETE DITE RAMEL LHLALA  "
"Casablanca","FEDALA","‎ 14.27 DH","‎ 13.97 DH","RP 1 PK 338+1 COMMUNE SIDI MOUSSA EL MAJDOUB"
"Casablanca","BEAUSITE","‎ 14.8 DH","‎ 13.71 DH","NOUASSEUR, COMMUNE BOUSKOURA"
"Casablanca","ERRAHMA","‎ 14.59 DH","‎ 14.15 DH","ROUTE AZEMMOUR PRÈS CENTRE ERRAHMA"
"Casablanca","ISTIRAHA ASWAK ASSALAM","‎ 14.71 DH","‎ 13.88 DH","AV HASSAN II  ASWAKASSALAM  MOHAMEDIA"
"Casablanca","BD HASSAN II","‎ 14.27 DH","‎ 13.6 DH","ANGLE BOULEVARD GRANDE CEINTURE ET HASSAN II MOHAMMEDIA"
"Casablanca","SOCIETE OULED HADJ LARBI - SARL","‎ 14.54 DH","‎ 14.69 DH","DOUAR LOUCHACHMA"
"Casablanca","PETROFAN S/S CENTRE SOUALEM","‎ 14.84 DH","‎ 13.97 DH","COMMUNE HAD SOUALEM- PROVINCE DE BERRECHID"
"Casablanca","FADILE GESTION S/S ARRAHMA","‎ 14.87 DH","‎ 14 DH","COMMUNE ARRAHMA DAR BOUAZZA -PROVINCE NOUACEUR"
"Casablanca","S/S SAPINO II","‎ 14.84 DH","‎ 13.97 DH","SAPINO LOT 1400, LOT 67- NOUACEUR"
"Casablanca","L ESCALE","‎ 14.81 DH","‎ 13.95 DH","BD HASSAN II, MOHAMMEDIA"
"Casablanca","STATION EL ALIA","‎ 14.71 DH","‎ 13.86 DH","QUARTIER EL ALIA"
"Casablanca","MOHAMEDIA","‎ 14.78 DH","‎ 13.95 DH","AVENUE HASSAN II, MOHAMMEDIA"
"Casablanca","MOHAMEDIA","‎ 14.78 DH","‎ 13.6 DH","MOHAMMEDIA"
"Casablanca","MOHAMEDIA","‎ 14.27 DH","‎ 13.95 DH","AVENUE HASSAN II, MOHAMMEDIA"
"Casablanca","MOHAMEDIA","‎ 14.27 DH","‎ 13.6 DH","MOHAMMEDIA"
"Casablanca","S/S BS GESTION NOUACEUR","‎ 14.84 DH","‎ 13.97 DH","AVENUE HASSAN II, MOHAMMEDIA"
"Casablanca","MAYSSANE","‎ 14.81 DH","‎ 13.98 DH","COMMUNE OULED SALEH, BOUSKOURA"
"Casablanca","WINXO SOCCO","‎ 14.8 DH","‎ 13.87 DH","BD MOHAMED V"
"Casablanca","MIRAMAR SS","‎ 14.77 DH","‎ 14.66 DH","ROND POINT HASSAN II"
"Casablanca","BENI YAKHLEF","‎ 14.78 DH","‎ 13.94 DH","ANGLE BOULEVARD MOULAY RCHID ET BOULEVARD RIAD - LOT AL FALAH"
"Casablanca","GARAGE EL ALIA","‎ 14.29 DH","‎ 13.94 DH","16 BOULVARD HASSAN II"
"Casablanca","DU PARC","‎ 14.79 DH","‎ 13.99 DH","RUE DE FEZ"
"Casablanca","AIN TEKKI","‎ 14.39 DH","‎ 14.13 DH","COMMUNE BENI YAKHLEF, PREFECTURE MOHAMMEDIA"
"Casablanca","S/S SIDI MOHAMED GUENOUNI","‎ 14.81 DH","‎ 13.94 DH","COMMUNE BENI YAKHLAF"
"Casablanca","DEROUA","‎ 14.81 DH","‎ 13.98 DH","DEROUA, LOTISSEMENT BAYTI SAKANE"
"Casablanca","DEROUA","‎ 14.81 DH","‎ 13.63 DH","RN 9 PK 35+800 COMMUNE DAROUA PROVINCE SETTAT"
"Casablanca","DEROUA","‎ 14.3 DH","‎ 13.98 DH","DEROUA, LOTISSEMENT BAYTI SAKANE"
"Casablanca","DEROUA","‎ 14.3 DH","‎ 13.63 DH","RN 9 PK 35+800 COMMUNE DAROUA PROVINCE SETTAT"
"Casablanca","S/S BOULEVARD SEBTA","‎ 14.78 DH","‎ 13.94 DH","BOULEVARD SEBTA -ALIA MOHAMMEDIA"
"Casablanca","RIAD AL KARIA","‎ 14.81 DH","‎ 13.73 DH","RP 3003 DOUAR OULED AZZOUZ  MUNICIPALITE DAR BOUAZZA  PROVINCE NOUACEUR"
"Casablanca","FEDALATE","‎ 14.39 DH","‎ 13.79 DH","JAMÂAT FEDALAT PROVINCE BEN SLIMAN"
"Casablanca","LOUIZIA","‎ 14.78 DH","‎ 13.93 DH","LOUIZIA ROUTE NATIONALE VERS MOHAMMEDIA"
"Casablanca","LOUIZIA","‎ 14.54 DH","‎ 13.93 DH","LOUIZIA ROUTE NATIONALE VERS MOHAMMEDIA"
"Casablanca","CPHM ESPACE ZENATA","‎ 9.48 DH","‎ 13.95 DH","39 RUE LES EUCALYPTUS"
"Casablanca","BENI YAKHLEF I","‎ 14.71 DH","‎ 8.12 DH","RP 1 CASA RABAT"
"Casablanca","AEROPORT MOHAMMED V","‎ 14.3 DH","‎ 13.88 DH","RTE NATIONALE N°1 BENI YAKHLEF "
"Casablanca","OUED EDDAHAB SS","‎ 14.87 DH","‎ 14.69 DH","ROUTE DE CASA, DAROUA"
"Casablanca","BEN MCHICH","‎ 14.48 DH","‎ 14.74 DH","DOUAR OULAD BEN OMAR CAIDAT OULAD ZIANE SUR LA ROUTE RP 3336"
"Casablanca","TAMARIS II","‎ 14.45 DH","‎ 14.1 DH","KM 10 - DAR BOUAZZA - ROUTE AZEMMOUR"
"Casablanca","S/S AL MADINA","‎ 14.83 DH","‎ 13.96 DH","DOUAR CHRAGUI COMMUNE RURALE KHIAYTA"
"Casablanca","S/S CARREFOUR","‎ 14.83 DH","‎ 13.96 DH","KM 14 ROUTE D'AZZEMOUR ROUTE COTIERE - DAR BOUAZZA"
"Casablanca","DAR BOUAZZA","‎ 14.59 DH","‎ 14.15 DH","RS 320 PK 12+200 DAR BOUAZZA PRÉFECTURE HAY HASSANI AIN CHOK"
"Casablanca","DAR BOUAZZA","‎ 14.59 DH","‎ 13.97 DH","PK 17 ROUTE D'AZEMMOUR DAR BOUAZZA, DAR BOUAZZA"
"Casablanca","DAR BOUAZZA","‎ 14.8 DH","‎ 14.15 DH","RS 320 PK 12+200 DAR BOUAZZA PRÉFECTURE HAY HASSANI AIN CHOK"
"Casablanca","DAR BOUAZZA","‎ 14.8 DH","‎ 13.97 DH","PK 17 ROUTE D'AZEMMOUR DAR BOUAZZA, DAR BOUAZZA"
"Casablanca","AL BASSATINE","‎ 14.88 DH","‎ 14 DH","PROVINCE BENSLIMANE, COMMUNE EL MANSOURIA, LOUTISSEMENT INDUSTRIEL. "
"Casablanca","LES IRIS","‎ 14.81 DH","‎ 13.98 DH","PROVINCE DE NOUACER C/R OULED AZZOUZ, DOUAR HARET EL GHABA"
"Casablanca","LAKHYAYTA","‎ 14.55 DH","‎ 13.97 DH","COMMUNE URBAINE ELMANSOURIA  DOUAR BENI AMER"
"Casablanca","LAKHYAYTA","‎ 14.55 DH","‎ 13.65 DH","DOUAR LAKHYAYTA SAHEL KM 25 CERCLE BERRECHID"
"Casablanca","LAKHYAYTA","‎ 14.31 DH","‎ 13.97 DH","COMMUNE URBAINE ELMANSOURIA  DOUAR BENI AMER"
"Casablanca","LAKHYAYTA","‎ 14.31 DH","‎ 13.65 DH","DOUAR LAKHYAYTA SAHEL KM 25 CERCLE BERRECHID"
"Casablanca","STATION PETROM LAKHYAYTA","‎ 14.3 DH","‎ 15.55 DH","RS 222 PK 53+500 PONT BLONDIN ROUTE CÔTIÈRE ENTRÉE DE MOHAMMEDIA"
"Casablanca","STATION EL MANSOURIA","‎ 16.66 DH","‎ 9.63 DH","PK 21 RN 8 ROUTE EL JADIDA LAKHYAYTA"
"Casablanca","JAKMA","‎ 10.96 DH","‎ 9.62 DH","CR KASSBAT BEN MCHICH , PROVINCE BERRECHID"
"Casablanca","STATION PETROM LAMII","‎ 14.77 DH","‎ 13.95 DH","RT 19 PK 27 COMMUNE OULED SALEH"
"Casablanca","AL MIZHARIA","‎ 14.79 DH","‎ 13.89 DH","RN9 DAROUA VERS BERRECHID   CR JAKMA  BERRECHID"
"Casablanca","WINXO UNIVERS AMINE","‎ 14.55 DH","‎ 13.62 DH","AR"
"Casablanca","STATION PETROM ROCAILLES","‎ 16.75 DH","‎ 13.98 DH","ROUTE MEDIOUNA, DEROUA"
"Casablanca"," MANSOURIA","‎ 14.44 DH","‎ 15.63 DH","RR 320  PK 15+150 RTE COTIERE AZEMMOUR DAR BOUAZZA"
"Casablanca","KASBAT BEN MCHICH","‎ 14.4 DH","‎ 13.7 DH","R.P N°3625 PK 12+250 COMMUNE RURALE KASBAT BEN MCHICH   PROVINCE BERRECHID"
"Casablanca","S/S FAJR","‎ 14.84 DH","‎ 13.97 DH","COMMUNE FDALETTE -BENSLIMANE"
"Casablanca","AGOURRAM","‎ 14.91 DH","‎ 14.09 DH","CR SOUALEM TRAIFIYA PR BERRECHID"
"Casablanca","STATION ZIZ OULED JERRAR","‎ 14.8 DH","‎ 13.9 DH","STATION ZIZ, R R 320 AU PK16+725 A DOUAR LARBAA OULAD JERRAR DAR BOUAZZA"
"Casablanca","HAD SOUALEM","‎ 14.81 DH","‎ 10.19 DH","ROUTE DE DAR BOUAZZA"
"Casablanca","HAD SOUALEM","‎ 14.81 DH","‎ 13.63 DH","COMMUNE OULED AZZOUZ - PROVINCE DE NOUACEUR"
"Casablanca","HAD SOUALEM","‎ 14.3 DH","‎ 10.19 DH","ROUTE DE DAR BOUAZZA"
"Casablanca","HAD SOUALEM","‎ 14.3 DH","‎ 13.63 DH","COMMUNE OULED AZZOUZ - PROVINCE DE NOUACEUR"
"Casablanca","BELAIR","‎ 14.81 DH","‎ 13.98 DH","LOT 128 LOTISSEMENT AL FADL HAD SOUALEM - SOUALEM"
"Casablanca"," SIDI BARKA","‎ 14.84 DH","‎ 14.18 DH","COMMUNE RURALE OULED YAHIA LOUTA, DOUAR LAAOUNAESS"
"Casablanca","TAMARIS 3","‎ 14.44 DH","‎ 14.07 DH","DOUAR LAAOUNESS, COMMUNE RURALE OULED YAHYA LOUTA, PROVINCE BENSLIMANE"
"Casablanca","FIRDAOUS","‎ 14.87 DH","‎ 13.98 DH","ROUTE NATIONAL CASA-HAD SOUALEM, HAD SOUALEM"
"Casablanca","STATION KASBAT CHAOUIA","‎ 16.66 DH","‎ 15.55 DH","RN 9 PK 45+4 MUNICIPALITE BERRECHID"
"Casablanca","S/S HIDAYA LAASSILATE ","‎ 14.84 DH","‎ 13.97 DH","COMMUNE SAHEL DOUAR LAASILATE "
"Casablanca","LAACILATE","‎ 14.3 DH","‎ 13.63 DH","RS 103 PK 22+000 COMMUNE RURALE LAKHYAYTA CERCLE DE BERRECHID PROVINCE DE SETTAT"
"Casablanca","BERRECHID 3","‎ 14.28 DH","‎ 13.59 DH","RS 114 KM 30 ROUTE DE BOUSEKOURA BERRECHID"
"Casablanca","WINXO BERRECHID","‎ 14.82 DH","‎ 13.93 DH","LOT ZOUBIDA RP 114-PK 34"
"Casablanca","BERRCHID 1","‎ 14.81 DH","‎ 13.98 DH","ROUTE DE BOUSSEKOURA, BERRECHID"
"Casablanca","BOUMAIZA","‎ 14.8 DH","‎ 13.99 DH","KM 9 ROUTE RÉGIONALE R318 SORTIE DE BERRECHID VERS HAD SOUALEM"
"Casablanca","TOUALAA","‎ 14.85 DH","‎ 13.95 DH","305, COMMUNE OULAD YAHYA "
"Casablanca","PETROFAN S/S DAR 16","‎ 14.84 DH","‎ 13.9 DH","ROUTE 18 PK 45+1 ROUTE EL GARA"
"Casablanca","SIDI RAHAL","‎ 14.74 DH","‎ 14.07 DH","CENTRE HAD SOUALEM"
"Casablanca","SIDI RAHAL","‎ 14.74 DH","‎ 13.98 DH","ROUTE NATIONALE N°1, ENTRÉE DE BOUZNIKA"
"Casablanca","SIDI RAHAL","‎ 14.81 DH","‎ 14.07 DH","CENTRE HAD SOUALEM"
"Casablanca","SIDI RAHAL","‎ 14.81 DH","‎ 13.98 DH","ROUTE NATIONALE N°1, ENTRÉE DE BOUZNIKA"
"Casablanca","S/S ESPACE KILMI","‎ 14.84 DH","‎ 13.97 DH","106, ROUTE OULED YAHIA OULED YAHIA LOUTA  "
"Casablanca","BENSLIMANE 1","‎ 14.3 DH","‎ 13.63 DH","R R N305 PK 27+200 CR OULED YAHYA LOUTA"
"Casablanca","SOUK TNINE","‎ 11.08 DH","‎ 13.58 DH","""BOULEVARD DU NOUVEAU SOUK 
BERRECHID"""
"Casablanca","S/PETROM ESPACE EL BASMA","‎ 14.32 DH","‎ 13.69 DH","ROUTE AIN SAEIRNI"
"Casablanca","ESPACE HIATI","‎ 14.78 DH","‎ 14.01 DH","HAD SOUALEM, HAD SOUALEM"
"Casablanca","BERRECHID 2","‎ 14.25 DH","‎ 13.58 DH","DOUAR BENI KARZAZ"
"Casablanca","ELHADI JAOUAD SS","‎ 14.62 DH","‎ 14.73 DH","RP 7 PK 43+000 BERRECHID "
"Casablanca","ALBOUSTANE","‎ 14.4 DH","‎ 13.73 DH","RP N° 36 PK 32+000 AUTOROUTE CASABLANCA VERS RABAT"
"Casablanca","AL JAZIRA","‎ 14.3 DH","‎ 13.98 DH","AUTO ROUTE CASA RABAT, BOUZNIKA"
"Casablanca","OULED HARRIZ","‎ 14.81 DH","‎ 13.99 DH","ZI ROUTE DE MARRAKECH"
"Casablanca","BERRECHID 4","‎ 14.3 DH","‎ 13.63 DH","ROUTE DE BERRECHID VERS SETTAT"
"Casablanca","2001 BERRECHID","‎ 14.56 DH","‎ 14.71 DH","ROUTE DE SETTAT"
"Casablanca","WINXO HAD SOUALEM","‎ 14.79 DH","‎ 13.9 DH","HAD SOUALEM"
"Casablanca","LAMBARKIYINE","‎ 14.72 DH","‎ 15.55 DH","""EMPRISE RP N° 13 PK 7 BERRECHID
 PROVINCE BERRECHID"""
"Casablanca","DAHOMEY","‎ 14.81 DH","‎ 13.98 DH","LOTISSEMENT BAHIA 1 - ROUTE CÔTIÈRE MOHAMMEDIA"
"Casablanca","STATION PETROM BEN SLIMAN","‎ 14.87 DH","‎ 14.04 DH","ROND POINT 11 X 16 HAY EL FATH"
"Casablanca","ISTIRAHA LAHRIZI","‎ 14.75 DH","‎ 13.9 DH","ROUTE SETTAT"
"Casablanca","STATION ZIZ BERRECHID","‎ 14.8 DH","‎ 13.9 DH","STATION ZIZ, ZONE INDUSTRIEL BERRECHID ROUTE NATIONALE 9 (VERS SETTAT)"
"Casablanca","BENSLIMANE","‎ 14.44 DH","‎ 14.06 DH","CENTRE BENSLIMANE"
"Casablanca","BENSLIMANE","‎ 14.44 DH","‎ 14.01 DH","COMMUNE ZYAYDA PK2+400 BEN SLIMANE"
"Casablanca","BENSLIMANE","‎ 14.15 DH","‎ 14.06 DH","CENTRE BENSLIMANE"
"Casablanca","BENSLIMANE","‎ 14.15 DH","‎ 14.01 DH","COMMUNE ZYAYDA PK2+400 BEN SLIMANE"
"Casablanca","EL GARA","‎ 14.81 DH","‎ 13.98 DH","COMMUNE FEDALAT BEN SLIMANE, PROVINCE DE BEN SLIMANE"
"Casablanca","GARAGE BENSLIMANE","‎ 14.89 DH","‎ 14.06 DH","CENTRE BENSLIMANE"
"Casablanca","WINXO BENSLIMANE","‎ 9.49 DH","‎ 8.3 DH","AVENUE HASSAN II "
"Casablanca","WINXO JACMA","‎ 14.8 DH","‎ 13.98 DH","RN 1 PK 315+050 BOUZNIKA VERS CASA"
"Casablanca","OCÉAN","‎ 14.4 DH","‎ 13.73 DH","AUTOROUTE DE SETTAT VERS BERRECHID  "
"Casablanca","SOGEFAM S/S ALIA ( KM 36)","‎ 14.3 DH","‎ 13.97 DH","LOTISSEMENT ALIA II COMMUNE HAD SOUALEM PROVINCE DE BERRECHID"
"Casablanca","RELAIS CHAOUIA","‎ 14.87 DH","‎ 14.04 DH","CASABLANCA VERS MARRAKECH, PK 35"
"Casablanca","STATION PETROM NZAHA","‎ 14.81 DH","‎ 13.95 DH","RP 1 PK 200+313 MUNICIPALITE DE BOUZNIKA"
"Casablanca"," BOUZNIKA","‎ 14.45 DH","‎ 14.19 DH","COMMUNE URBAINE BOUZNIKA, PROVINCE BENSLIMANE"
"Casablanca","S/S AUTOROUTE BERRECHID","‎ 15.08 DH","‎ 14.07 DH","AUTOROUTE KHOURIBGA -BERRECHID SITUE P.K 15 COMMUNE LAMBARKIYINE "
"Casablanca","AIRE DE REPOS BERRECHID","‎ 14.32 DH","‎ 14.56 DH","PK15 AUTOROUTE CASA-BENIMELLAL"
"Casablanca","STATION ZIZ MELLILA","‎ 14.8 DH","‎ 13.9 DH","STATION ZIZ, CT N° 1054 A JEMA MELLILA PROVINCE DE BENSLIMANE"
"Casablanca","GARA 2","‎ 14.4 DH","‎ 13.69 DH","RS 117 PK 2500 BOUZNIKA"
"Casablanca"," BERRECHID","‎ 14.44 DH","‎ 13.63 DH"," ENTRÉE EL GARA"
"Casablanca","ZI BERRECHID","‎ 14.39 DH","‎ 14.59 DH","COMMUNE RURALE SIDI EL MEKKI, PROVINCE BERRECHID"
"Casablanca","STATION PETROM BOUZNIKA","‎ 14.89 DH","‎ 13.96 DH","AVENUE HASSAN II"
"Casablanca","WINXO EL GARA","‎ 14.9 DH","‎ 13.91 DH","RTE 1007 DE BEN SLIMANE RUE DES C "
"Casablanca","GARA 3","‎ 14.3 DH","‎ 13.63 DH","ROUTE BEN AHMED CENTRE EL GARA"
"Casablanca","GARA 1","‎ 14.3 DH","‎ 13.63 DH","ROND POINT PRINCIPAL CENTRE VILLE - GARA"
"Casablanca","GARA","‎ 9.44 DH","‎ 8.6 DH","ROUTE DE BEN AHMED, EL GARA"
"Casablanca","BENSLIMANE 2","‎ 14.3 DH","‎ 13.63 DH","RN N°1 PK203+402 COMMUNE ESAHEL OULED HRIZ BERRECHID"
"Casablanca","STATION ZIZ SIDI KACEM ZEMMAL","‎ 14.8 DH","‎ 13.9 DH","STATION ZIZ, RP N° 3610 SIDI KACEM ZEMMAL PROVINCE BERRCHID"
"Casablanca","BENMOUSSA","‎ 14.87 DH","‎ 13.99 DH","OULED LAHCEN DKHAKHNA COMMUNE JEMAA RIAH"
"Casablanca","S/S PETROMIN LA FERME DE BENSLIMANE","‎ 14.84 DH","‎ 13.97 DH","ROUTE REGIONALE N°404 PK 050+131 COMMUNE ZIAIDA PROVINCE DE BENSLIMANE"
"Casablanca","BOUFERROUJ","‎ 14.82 DH","‎ 13.99 DH","RTE SETTAT BOUFAROUJ CENTRE - BOUFARROUJ, BOUFARROUJ"
"Casablanca","BIR JDID 2","‎ 14.87 DH","‎ 11.9 DH","RP N° 8 PK 4 BIR JDID"
